,Unnamed: 0.1,Unnamed: 0,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Age,Work_Ratio,Loyalty_Ratio,OverTime_Binary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Group_Old,Age_Group_Senior,Age_Group_Young,Income_Level_Low,Income_Level_Medium,Income_Level_Very_High
508,703,703,38,152,10,3,1,983,3,0,85,3,2,4,5666,19899,1,Y,13,3,2,80,0,6,1,3,5,3,1,3,145.28205128205127,0.1538461538461538,0.7142857142857143,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
509,1114,1114,48,1108,15,4,1,1576,3,0,65,3,1,1,2367,16530,8,Y,12,3,4,80,1,10,3,2,8,2,7,6,48.30612244897959,0.2040816326530612,0.7272727272727273,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
510,499,499,33,1216,8,4,1,677,3,1,39,3,2,3,7104,20431,0,Y,12,3,4,80,0,6,3,3,5,0,1,2,208.94117647058823,0.1764705882352941,0.7142857142857143,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
511,533,533,40,580,5,4,1,729,4,1,48,2,3,1,10475,23772,5,Y,21,4,3,80,1,20,2,3,18,13,1,12,255.4878048780488,0.4878048780487805,0.8571428571428571,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
513,1448,1448,41,930,3,3,1,2037,3,1,57,2,2,2,8938,12227,2,Y,11,3,3,80,1,14,5,3,5,4,0,4,212.8095238095238,0.3333333333333333,0.3333333333333333,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
514,1155,1155,39,170,3,2,1,1627,3,1,76,2,2,3,3069,10302,0,Y,15,3,4,80,1,11,3,3,10,8,0,7,76.725,0.275,0.8333333333333334,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
515,951,951,41,256,10,2,1,1329,3,1,40,1,2,2,6151,22074,1,Y,13,3,1,80,0,19,4,3,19,2,11,9,146.45238095238096,0.4523809523809524,0.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
516,710,710,33,722,17,3,1,992,4,1,38,3,4,3,17444,20489,1,Y,11,3,4,80,0,10,2,3,10,8,6,0,513.0588235294117,0.2941176470588235,0.9090909090909092,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
518,542,542,38,168,1,3,1,743,3,0,81,3,3,3,7861,15397,4,Y,14,3,4,80,0,10,4,4,1,0,0,0,201.56410256410257,0.2564102564102564,0.0909090909090909,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
519,633,633,36,1278,8,3,1,878,1,1,77,2,1,1,2342,8635,0,Y,21,4,3,80,0,6,3,3,5,4,0,3,63.2972972972973,0.1621621621621621,0.7142857142857143,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
520,227,227,29,1413,1,1,1,312,2,0,42,3,3,4,7918,6599,1,Y,14,3,4,80,1,11,5,3,11,10,4,1,263.93333333333334,0.3666666666666666,0.9166666666666666,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
521,712,712,33,461,13,1,1,995,2,0,53,3,1,4,3452,17241,3,Y,18,3,1,80,0,5,4,3,3,2,0,2,101.52941176470588,0.1470588235294117,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
522,420,420,29,986,3,4,1,564,2,1,93,2,3,3,11935,21526,1,Y,18,3,3,80,0,10,2,3,10,2,0,7,397.8333333333333,0.3333333333333333,0.9090909090909092,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
524,341,341,38,343,15,2,1,461,3,1,92,2,3,4,11510,15682,0,Y,14,3,2,80,1,12,3,3,11,10,2,9,295.12820512820514,0.3076923076923077,0.8461538461538461,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
525,1221,1221,45,1238,1,1,1,1712,3,1,74,2,3,3,10748,3395,3,Y,23,4,4,80,1,25,3,2,23,15,14,4,233.65217391304347,0.5434782608695652,0.8846153846153846,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
526,586,586,24,1092,9,3,1,812,3,1,60,2,1,2,2694,26551,1,Y,11,3,3,80,3,1,4,3,1,0,0,0,107.76,0.04,0.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
527,687,687,36,938,2,4,1,958,3,1,79,3,1,3,2519,12287,4,Y,21,4,3,80,0,16,6,3,11,8,3,9,68.08108108108108,0.4324324324324324,0.6470588235294118,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
528,20,20,24,673,11,2,1,26,1,0,96,4,2,3,4011,8232,0,Y,18,3,4,80,1,5,5,2,4,2,1,3,160.44,0.2,0.6666666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
529,635,635,35,607,9,3,1,880,4,0,66,2,3,3,10685,23457,1,Y,20,4,2,80,1,17,2,3,17,14,5,15,296.80555555555554,0.4722222222222222,0.9444444444444444,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
530,627,627,52,890,25,4,1,867,3,0,81,2,4,4,13826,19028,3,Y,22,4,3,80,0,31,3,3,9,8,0,0,260.8679245283019,0.5849056603773585,0.28125,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
531,575,575,54,376,19,4,1,799,4,0,95,3,2,1,5485,22670,9,Y,11,3,2,80,2,9,4,3,5,3,1,4,99.72727272727272,0.1636363636363636,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
532,67,67,45,1339,7,3,1,86,2,1,59,3,3,1,9724,18787,2,Y,17,3,3,80,1,25,2,3,1,0,0,0,211.3913043478261,0.5434782608695652,0.0384615384615384,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
533,1148,1148,39,1387,10,5,1,1618,2,1,76,3,2,1,5377,3835,2,Y,13,3,4,80,3,10,3,3,7,7,7,7,134.425,0.25,0.6363636363636364,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
534,452,452,45,561,2,3,1,606,4,1,61,3,2,2,4805,16177,0,Y,19,3,2,80,1,9,3,4,8,7,3,7,104.45652173913044,0.1956521739130435,0.8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
536,314,314,39,117,10,1,1,429,3,1,99,3,4,1,17068,5355,1,Y,14,3,4,80,0,21,3,3,21,9,11,10,426.7,0.525,0.9545454545454546,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
537,481,481,34,254,1,2,1,649,2,1,83,2,1,4,3622,22794,1,Y,13,3,4,80,1,6,3,3,6,5,1,3,103.48571428571428,0.1714285714285714,0.8571428571428571,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
538,218,218,45,1052,6,3,1,302,4,0,57,2,3,4,8865,16840,6,Y,12,3,4,80,0,23,2,3,19,7,12,8,192.7173913043478,0.5,0.7916666666666666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
539,1411,1411,25,309,2,3,1,1987,3,0,82,3,1,2,2187,19655,4,Y,14,3,3,80,0,6,3,3,2,0,1,2,84.11538461538461,0.2307692307692307,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
540,275,275,37,728,1,4,1,380,1,0,80,3,3,4,13603,11677,2,Y,18,3,1,80,2,15,2,3,5,2,0,2,357.9736842105263,0.3947368421052631,0.3125,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
542,1142,1142,45,1015,5,5,1,1611,3,0,50,1,2,1,5769,23447,1,Y,14,3,1,80,0,10,3,3,10,7,1,4,125.41304347826087,0.217391304347826,0.9090909090909092,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
543,1093,1093,42,288,2,3,1,1547,4,1,40,3,3,4,10124,18611,2,Y,14,3,3,80,1,24,3,1,20,8,13,9,235.4418604651163,0.5581395348837209,0.8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
544,181,181,34,629,27,2,1,247,4,0,95,3,1,2,2311,5711,2,Y,15,3,4,80,0,9,3,3,3,2,1,2,66.02857142857142,0.2571428571428571,0.3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
545,560,560,34,167,8,5,1,775,2,0,32,3,2,1,5121,4187,3,Y,14,3,3,80,1,7,3,3,0,0,0,0,146.31428571428572,0.2,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546,1195,1195,49,809,1,3,1,1677,3,1,36,3,4,3,15379,22384,4,Y,14,3,1,80,0,23,2,3,8,7,0,0,307.58,0.46,0.3333333333333333,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
547,64,64,36,1223,8,3,1,83,3,0,59,3,3,3,10096,8202,1,Y,13,3,2,80,3,17,2,3,17,14,12,8,272.86486486486484,0.4594594594594595,0.9444444444444444,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,252,252,29,665,15,3,1,346,3,1,60,3,1,4,2340,22673,1,Y,19,3,1,80,0,6,1,3,6,5,1,5,78.0,0.2,0.8571428571428571,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
549,833,833,27,199,6,3,1,1162,4,1,55,2,1,3,2539,7950,1,Y,13,3,3,80,1,4,0,3,4,2,2,2,90.67857142857144,0.1428571428571428,0.8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
550,1347,1347,36,1213,2,1,1,1890,2,1,94,2,2,4,3886,4223,1,Y,21,4,4,80,0,10,2,2,10,1,0,8,105.02702702702705,0.2702702702702703,0.9090909090909092,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
551,1059,1059,35,660,7,1,1,1492,4,1,76,3,1,3,2404,16192,1,Y,13,3,1,80,1,1,3,3,1,0,0,0,66.77777777777777,0.0277777777777777,0.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
552,395,395,43,313,21,3,1,525,4,1,61,3,1,4,2258,15238,7,Y,20,4,1,80,1,8,1,3,3,2,1,2,51.31818181818182,0.1818181818181818,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
553,1108,1108,35,992,1,3,1,1564,4,1,68,2,1,1,2450,21731,1,Y,19,3,2,80,0,3,3,3,3,0,1,2,68.05555555555556,0.0833333333333333,0.75,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
554,760,760,53,124,2,3,1,1050,3,0,38,2,3,2,7525,23537,2,Y,12,3,1,80,1,30,2,3,15,7,6,12,139.35185185185185,0.5555555555555556,0.4838709677419355,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
555,484,484,31,525,6,4,1,653,1,1,66,4,2,4,5460,6219,4,Y,22,4,4,80,2,13,4,4,7,7,5,7,170.625,0.40625,0.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
556,1086,1086,50,333,22,5,1,1539,3,1,88,1,4,4,14411,24450,1,Y,13,3,4,80,0,32,2,3,32,6,13,9,282.5686274509804,0.6274509803921569,0.9696969696969696,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
557,1003,1003,25,949,1,3,1,1415,1,1,81,3,1,4,3229,4910,4,Y,11,3,2,80,1,7,2,2,3,2,0,2,124.1923076923077,0.2692307692307692,0.375,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
558,1466,1466,39,613,6,1,1,2062,4,1,42,2,3,1,9991,21457,4,Y,15,3,1,80,1,9,5,3,7,7,1,7,249.775,0.225,0.7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
559,22,22,34,419,7,4,1,28,1,0,53,3,3,2,11994,21293,0,Y,11,3,3,80,0,13,4,3,12,6,2,11,342.6857142857143,0.3714285714285714,0.8571428571428571,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
560,611,611,35,950,7,3,1,845,3,1,59,3,3,3,10221,18869,3,Y,21,4,2,80,0,17,3,4,8,5,1,6,283.9166666666667,0.4722222222222222,0.4444444444444444,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
561,856,856,20,805,3,3,1,1198,1,1,87,2,1,3,3033,12828,1,Y,12,3,1,80,0,2,2,2,2,2,1,2,144.42857142857142,0.0952380952380952,0.6666666666666666,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
562,4,4,27,591,2,1,1,7,1,1,40,3,1,2,3468,16632,9,Y,12,3,4,80,1,6,3,3,2,2,2,2,123.85714285714286,0.2142857142857142,0.2857142857142857,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
563,320,320,27,1377,2,3,1,437,4,1,74,3,2,3,4478,5242,1,Y,11,3,1,80,0,5,3,3,5,4,0,4,159.92857142857142,0.1785714285714285,0.8333333333333334,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
564,699,699,52,1053,1,2,1,976,4,1,70,3,4,4,17099,13829,2,Y,15,3,2,80,1,26,2,2,9,8,7,8,322.62264150943395,0.490566037735849,0.3333333333333333,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
565,880,880,32,116,13,3,1,1234,3,0,77,2,1,2,2743,7331,1,Y,20,4,3,80,1,2,2,3,2,2,2,2,83.12121212121212,0.0606060606060606,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
566,425,425,50,1099,29,4,1,569,2,1,88,2,4,3,17046,9314,0,Y,15,3,2,80,1,28,2,3,27,10,15,7,334.2352941176471,0.5490196078431373,0.9310344827586208,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
567,290,290,49,636,10,4,1,396,3,0,35,3,5,1,18665,25594,9,Y,11,3,4,80,0,22,4,3,3,2,1,2,373.3,0.44,0.1304347826086956,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
569,920,920,34,135,19,3,1,1285,3,0,46,3,2,2,4444,22534,4,Y,13,3,3,80,2,15,2,4,11,8,5,10,126.97142857142858,0.4285714285714285,0.6875,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
570,118,118,36,922,3,2,1,155,1,0,39,3,1,4,2835,2561,5,Y,22,4,1,80,1,7,2,3,1,0,0,0,76.62162162162163,0.1891891891891892,0.125,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
571,806,806,52,994,7,4,1,1118,2,1,87,3,3,2,10445,15322,7,Y,19,3,4,80,0,18,4,3,8,6,4,0,197.0754716981132,0.3396226415094339,0.4210526315789473,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
572,146,146,30,1427,2,1,1,198,2,1,35,2,1,4,2720,11162,0,Y,13,3,4,80,0,6,3,3,5,3,1,2,87.74193548387096,0.1935483870967742,0.7142857142857143,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
573,1301,1301,58,350,2,3,1,1824,2,1,52,3,4,2,16291,22577,4,Y,22,4,4,80,1,37,0,2,16,9,14,14,276.1186440677966,0.6271186440677966,0.4210526315789473,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
574,584,584,42,570,8,3,1,809,2,1,66,3,5,4,18430,16225,1,Y,13,3,2,80,1,24,4,2,24,7,14,9,428.6046511627907,0.5581395348837209,0.96,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
575,1254,1254,49,1313,11,4,1,1757,4,0,80,3,2,4,4507,8191,3,Y,12,3,3,80,0,8,1,4,5,1,0,4,90.14,0.16,0.5555555555555556,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
576,775,775,43,415,25,3,1,1076,3,1,79,2,3,4,10798,5268,5,Y,13,3,3,80,1,18,5,3,1,0,0,0,245.4090909090909,0.4090909090909091,0.0526315789473684,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
577,1045,1045,40,896,2,3,1,1474,3,1,68,3,1,3,2345,8045,2,Y,14,3,3,80,1,8,3,4,3,1,1,2,57.19512195121951,0.1951219512195122,0.3333333333333333,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
578,270,270,55,452,1,3,1,374,4,1,81,3,5,1,19045,18938,0,Y,14,3,3,80,0,37,2,3,36,10,4,13,340.0892857142857,0.6607142857142857,0.9473684210526316,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
579,260,260,32,1311,7,3,1,359,2,1,100,4,1,2,2794,26062,1,Y,20,4,3,80,0,5,3,1,5,1,0,3,84.66666666666667,0.1515151515151515,0.8333333333333334,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
580,774,774,55,444,2,1,1,1074,3,1,40,2,4,1,16756,17323,7,Y,15,3,2,80,0,31,3,4,9,7,6,2,299.2142857142857,0.5535714285714286,0.28125,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
581,312,312,31,192,2,4,1,426,3,1,32,3,1,4,2695,7747,0,Y,18,3,2,80,1,3,2,1,2,2,2,2,84.21875,0.09375,0.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
582,1133,1133,43,990,27,3,1,1599,4,1,87,4,1,2,4876,5855,5,Y,12,3,3,80,1,8,0,3,6,4,0,2,110.8181818181818,0.1818181818181818,0.6666666666666666,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
583,983,983,34,404,2,4,1,1383,3,0,98,3,2,4,6687,6163,1,Y,11,3,4,80,0,14,2,4,14,11,4,11,191.05714285714285,0.4,0.9333333333333332,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,553,553,40,804,2,1,1,763,4,0,86,2,1,4,2342,22929,0,Y,20,4,4,80,0,5,2,2,4,2,2,3,57.1219512195122,0.1219512195121951,0.6666666666666666,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
585,1404,1404,42,335,23,2,1,1976,4,1,37,2,2,3,4332,14811,1,Y,12,3,4,80,0,20,2,3,20,9,3,7,100.74418604651164,0.4651162790697674,0.9523809523809524,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
586,1151,1151,28,580,27,3,1,1622,2,0,39,1,2,1,4877,20460,0,Y,21,4,2,80,1,6,5,2,5,3,0,0,168.17241379310346,0.2068965517241379,0.7142857142857143,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
587,601,601,40,720,16,4,1,832,1,1,51,2,2,3,5094,11983,6,Y,14,3,4,80,0,10,6,3,1,0,0,0,124.2439024390244,0.2439024390243902,0.0909090909090909,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,620,620,35,1343,27,1,1,856,3,0,53,2,1,1,2559,17852,1,Y,11,3,4,80,0,6,3,2,6,5,1,1,71.08333333333333,0.1666666666666666,0.8571428571428571,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
590,84,84,34,1153,1,2,1,110,1,1,94,3,2,2,4325,17736,1,Y,15,3,3,80,0,5,2,3,5,2,1,3,123.57142857142856,0.1428571428571428,0.8333333333333334,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
592,1178,1178,20,1141,2,3,1,1657,3,0,31,3,1,3,2783,13251,1,Y,19,3,1,80,0,2,3,3,2,2,2,2,132.52380952380952,0.0952380952380952,0.6666666666666666,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
593,408,408,52,1490,4,2,1,546,4,0,30,3,4,4,16555,10310,2,Y,13,3,4,80,0,31,2,1,5,2,1,4,312.35849056603774,0.5849056603773585,0.15625,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
594,1071,1071,49,271,3,2,1,1509,3,0,43,2,2,1,4789,23070,4,Y,25,4,1,80,1,10,3,3,3,2,1,2,95.78,0.2,0.2727272727272727,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
595,1042,1042,44,981,5,3,1,1471,3,1,90,2,1,3,3162,7973,3,Y,14,3,4,80,0,7,5,3,5,2,0,3,70.26666666666667,0.1555555555555555,0.625,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
596,708,708,36,1229,8,4,1,990,1,1,84,3,2,4,5079,25952,4,Y,13,3,4,80,2,12,3,3,7,7,0,7,137.27027027027026,0.3243243243243243,0.5384615384615384,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
597,1139,1139,32,634,5,4,1,1607,2,0,35,4,1,4,3312,18783,3,Y,17,3,4,80,2,6,3,3,3,2,0,2,100.36363636363636,0.1818181818181818,0.4285714285714285,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
598,1423,1423,22,581,1,2,1,2007,4,1,63,3,1,3,3375,17624,0,Y,12,3,4,80,0,4,2,4,3,2,1,2,146.7391304347826,0.1739130434782608,0.6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
599,832,832,37,367,25,2,1,1161,3,0,52,2,2,4,5731,17171,7,Y,13,3,3,80,2,9,2,3,6,2,1,3,150.81578947368422,0.2368421052631578,0.6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,426,426,30,1116,2,3,1,571,3,0,49,3,1,4,2564,7181,0,Y,14,3,3,80,0,12,2,2,11,7,6,7,82.70967741935483,0.3870967741935484,0.8461538461538461,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
601,1095,1095,33,589,28,4,1,1549,2,1,79,3,2,3,5207,22949,1,Y,12,3,2,80,1,15,3,3,15,14,5,7,153.14705882352942,0.4411764705882353,0.9375,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
602,1356,1356,41,337,8,3,1,1909,3,0,54,3,2,2,4393,26841,5,Y,21,4,3,80,1,14,3,3,5,4,1,4,104.5952380952381,0.3333333333333333,0.3333333333333333,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
603,1445,1445,41,582,28,4,1,2034,1,0,60,2,4,2,13570,5640,0,Y,23,4,3,80,1,21,3,3,20,7,0,10,323.0952380952381,0.5,0.9090909090909092,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
604,823,823,29,490,10,3,1,1143,4,0,61,3,1,2,3291,17940,0,Y,14,3,4,80,2,8,2,2,7,5,1,1,109.7,0.2666666666666666,0.7777777777777778,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
605,376,376,51,1178,14,2,1,500,3,0,87,3,2,4,4936,14862,4,Y,11,3,3,80,1,18,2,2,7,7,0,7,94.92307692307692,0.3461538461538461,0.3684210526315789,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
607,661,661,43,177,8,3,1,920,1,0,55,3,2,2,4765,23814,4,Y,21,4,3,80,1,4,2,4,1,0,0,0,108.29545454545456,0.0909090909090909,0.2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
609,558,558,32,430,24,4,1,772,1,1,80,3,2,4,5309,21146,1,Y,15,3,4,80,2,10,2,3,10,8,4,7,160.87878787878788,0.303030303030303,0.9090909090909092,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
612,228,228,35,944,1,3,1,314,3,0,92,3,3,3,8789,9096,1,Y,14,3,1,80,0,10,3,4,10,7,0,8,244.13888888888889,0.2777777777777778,0.9090909090909092,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
613,597,597,42,932,1,2,1,827,4,0,43,2,2,4,6062,4051,9,Y,13,3,4,80,1,8,4,3,4,3,0,2,140.97674418604652,0.1860465116279069,0.4444444444444444,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
